Identifier,log(I),rI,log(e),pI,Mr (kDa),Description
XP_010055403.1,4.42,27,-103.7,6.19,33.8,
ADO23598.1,4.48,38,-103.6,6.04,52.7,no description available
XP_010064085.1,4.03,15,-101.1,5.82,42.2,
XP_010067877.1,4.06,13,-100.6,9.79,42.3,
XP_010055986.1,4.05,14,-100.5,5.07,73.5,
XP_010067582.1,4.21,20,-100.3,9.49,34.5,
XP_010070634.1,4.11,15,-99,6.76,79.7,
XP_010049517.1,4.25,23,-97.6,6.02,21.7,
XP_010056019.1,4.58,38,-95.3,6.31,16.7,
XP_010046513.1,4.12,16,-94.7,5.42,68.5,
XP_010024863.1,4.35,19,-92.7,5.59,42.9,
XP_010025353.1,4.23,23,-92.1,7.02,36.6,
XP_010033825.1,4.39,26,-91.7,9,29.5,
XP_010040556.1,4.14,15,-90,5.49,68.7,
XP_010027978.1,4.07,16,-90,8.77,57.1,
XP_010042058.1,4.15,15,-89.5,5.51,29.6,
XP_010056879.1,4.16,20,-89.3,5.29,28.2,
XP_010057805.1,4.22,27,-88.7,7.2,40,
XP_010029197.1,4.34,26,-87.5,6.98,32.8,
XP_010061201.1,4.18,18,-86.3,7.09,48.2,
XP_010035138.1,4.17,17,-86.3,4.78,50.3,
XP_010063241.1,4.14,14,-86.2,4.94,80.5,
KCW57288.1,4.07,13,-85.9,8.52,41.6,
XP_018720668.1,4.04,19,-85.8,6.36,84.3,
XP_010060801.1,4.12,17,-85.5,9.24,40.7,
XP_010053832.1,4,12,-85.1,9.33,51.6,
XP_010058011.1,3.88,10,-84.8,8.72,48.8,
XP_018718395.1,4.3,25,-84.6,6.52,29.3,
XP_010036726.1,4.14,15,-84.5,6.56,38.5,
ADO23587.1,4.2,18,-84.3,6.68,51.8,no description available
NP_001289638.1,4.15,16,-84,4.76,50.3,
XP_010052095.1,3.96,11,-81.7,5.28,28,
sp|TRYP_PIG|,4.5,43,-81.5,6.85,24.4, Trypsin; EC 3.4.21.4; Flags: Precursor; 
XP_010050008.1,4.02,12,-81.2,5.5,47.9,
XP_010032010.1,3.92,10,-81.2,6.93,92,
XP_010070108.1,4.08,10,-81,8.8,46.9,
XP_010028214.1,4.17,17,-80.8,9.11,55.3,
XP_018728402.1,4.05,13,-79.7,5.29,28.2,
XP_010055093.1,4.13,17,-79.4,6.7,51.7,
NP_001289666.1,4.07,15,-77.8,4.74,50.2,
XP_010032637.1,4.03,17,-75.9,9.1,20.2,
XP_010055401.1,4.17,16,-74.3,5.69,33.6,
XP_010025879.1,4.26,17,-73.9,4.67,29.3,
XP_010066256.1,4.28,21,-73.8,8.7,18,
XP_010024736.1,4.19,25,-73.3,5.49,17.4,
XP_010061765.1,3.73,8,-72.6,6,36.5,
CBM36847.1,3.96,8,-72.5,4.76,61.4,
XP_010065527.1,3.94,14,-72.5,6.23,84.2,
XP_010028097.1,3.9,10,-72.4,10.79,16.7,
XP_018727810.1,4.19,14,-72,8.26,24.2,
XP_010029191.1,4.11,15,-71.7,5.45,34.2,
XP_010061816.1,3.97,12,-71.3,8.31,85.7,
XP_010029105.1,4.1,13,-71,8.45,25.3,
XP_010027699.1,4.1,14,-70.5,5.31,41.7,
NP_001289662.1,4.03,13,-69.5,4.74,50.4,
XP_010028715.1,3.85,10,-69.1,8.76,81.2,
XP_010063732.1,4.03,13,-68.3,5.73,30.3,
XP_010043318.1,3.63,7,-66.9,9.87,15,
XP_010067614.1,4.12,14,-66.9,5.22,23.2,
XP_010035998.1,3.97,16,-66.6,9.3,11.7,
XP_010047845.1,4.14,13,-65.9,4.93,80.2,
XP_010052093.1,3.89,10,-65.8,5.14,28.1,
XP_010026751.1,4.16,15,-64.8,6.37,33.8,
ADO23602.1,4.1,14,-64.8,8.65,35.2,no description available
XP_010056276.1,4.14,16,-63.3,5.46,43,
XP_010035997.1,4.22,15,-63.1,9.04,11.8,
XP_010036551.1,4.13,13,-62.9,5.93,33.9,
XP_010032223.1,4.08,16,-62.6,9.15,49.3,
XP_018727808.1,4.11,12,-62.2,8.52,24.2,
XP_010036664.1,4.17,23,-61.4,9.94,14.7,
XP_010049664.1,4.06,14,-60.1,5.55,17.3,
XP_010028899.1,4.04,12,-59.9,8.45,42.8,
XP_010035773.1,3.94,9,-59.8,9.82,41.4,
ADO23614.1,3.96,11,-59.4,6.54,56,no description available
XP_010044926.1,4.03,12,-59.2,5.59,64.4,
XP_010067278.1,4.06,15,-58.7,9.15,49.3,
XP_010047753.1,3.76,7,-58.5,9.6,36.6,
XP_010066154.1,3.99,11,-57.9,7.81,16.8,
XP_018724280.1,3.87,9,-57.7,8.6,56.7,
XP_010053907.1,3.9,10,-57.7,6.29,80.2,
XP_010057920.1,4.2,15,-57.4,6.12,40.8,
XP_010037925.1,3.85,7,-56.7,10.48,44.9,
XP_010054042.1,4.02,9,-56.4,11,23.6,
XP_010035960.1,3.99,11,-55.8,5.07,37.4,
XP_010044743.1,4.01,13,-55.7,11.6,13.7,
XP_010060660.1,3.94,9,-55.7,6.72,76.4,
XP_010061071.1,3.84,8,-55.6,4.74,50,
XP_010069812.1,3.71,7,-55.5,4.81,93.7,
XP_010032624.1,3.87,9,-55.1,4.76,29.7,
XP_010023565.1,3.95,9,-55.1,9.17,41.8,
XP_010063266.1,3.99,9,-54.8,6.8,44,
XP_010052663.1,3.89,7,-54.7,10.51,44.7,
XP_010037170.1,3.94,10,-54.5,7.63,43.3,
XP_010031618.1,3.88,14,-54.5,6.73,84.6,
XP_010033217.1,3.78,8,-54.3,8.78,29.3,
XP_010034044.1,3.84,10,-54.3,5.43,71.4,
XP_018726917.1,3.94,9,-54.2,8.89,26.8,
XP_010028563.1,3.75,8,-53.6,5.51,52.1,
XP_010037305.1,3.78,10,-53.5,7.67,30,
XP_010030201.1,3.83,9,-53.3,6.32,47.5,
XP_010045878.1,3.87,11,-52.9,5.46,28.6,
XP_010059918.1,3.59,7,-52.8,5.7,82,
XP_010052858.1,3.93,13,-52.6,5.27,32.3,
XP_010053652.1,3.83,9,-52.6,5.44,69.2,
XP_010046521.1,3.82,10,-52.4,5.52,68.7,
XP_010061512.1,3.94,9,-52.3,4.78,28.3,
XP_010067611.1,3.95,9,-51.9,7.83,25.6,
XP_010069596.1,3.9,12,-51.6,4.65,16.5,
XP_010029375.1,3.97,12,-51.1,8.48,29.4,
XP_010059179.1,3.78,10,-51,9.18,52.8,
XP_010035276.1,3.55,6,-50.8,9.68,24.5,
XP_010031610.1,4.08,12,-50.7,8.79,69,
XP_010024738.1,3.87,9,-50.2,4.99,17.6,
XP_010056136.1,3.81,9,-49.8,8.89,43.8,
XP_010040969.1,3.96,12,-49.7,8.75,18.5,
XP_010048829.1,3.71,5,-49.3,7.87,53.1,
KCW56039.1,4.03,13,-48.5,5.56,34.1,
NP_001289663.1,3.69,6,-48.1,5.78,51.9,
NP_001289661.1,3.72,8,-47.9,6.05,92.6,
XP_010043744.1,3.77,6,-47.6,4.58,64.2,
XP_010066265.1,4.36,23,-47.6,6.29,18.8,
XP_010043801.1,3.96,11,-46.8,5,16.9,
XP_010049710.1,3.99,12,-46.5,6.88,55.9,
XP_010045047.1,3.98,12,-46.3,8.15,44.1,
XP_010032777.1,3.77,7,-46.2,8.52,33.6,
XP_010031113.1,3.87,7,-45.8,9.01,35.3,
XP_010024151.1,3.83,7,-45.8,8.78,42.5,
XP_010061172.1,3.89,10,-45.5,6.88,57.2,
XP_018731969.1,3.77,7,-45.5,5.38,46.7,
XP_010066729.1,3.95,11,-45.3,5.93,102.2,
XP_010032290.1,3.91,12,-45.3,8.9,46.6,
KCW61089.1,3.85,7,-44.9,8.09,22.8,
XP_010024999.1,3.79,8,-44.4,4.75,52.2,
XP_010063949.1,3.67,8,-44.3,4.76,56.1,
XP_010063633.1,3.71,7,-44.3,8.55,67.4,
XP_010030961.1,3.97,12,-44.1,6.13,27.2,
XP_010037848.1,3.71,6,-44.1,11.48,11.4,
XP_018718601.1,3.84,8,-44,5.72,34.3,
XP_010023651.1,3.84,8,-44,7.98,51.8,
XP_010060093.1,3.97,11,-43.9,6.78,46.4,
XP_010051417.1,4,15,-43.5,5.03,17.2,
XP_010067406.1,3.81,8,-43.4,5.37,41.7,
ADO23586.1,3.98,12,-43,5.33,39.5,no description available
XP_010053128.1,3.69,7,-42.8,9.09,68.9,
XP_010048243.1,3.69,6,-42.8,7.52,40.1,
XP_010036983.1,4.07,15,-42.6,5.43,39.4,
XP_010032621.1,3.8,7,-42.3,9.15,58.4,
XP_010032714.1,3.7,6,-42.3,11.33,29.6,
XP_010066215.1,3.73,7,-41.9,8.13,42.9,
XP_010036822.1,3.77,8,-41.8,8.56,29.6,
XP_010065529.1,3.79,8,-41.6,6.44,84.3,
XP_010027532.1,3.81,6,-41,7.56,65.8,
ADO23590.1,3.87,8,-40.8,6.58,82.4,no description available
XP_010037503.1,3.83,8,-40.3,6.12,53.3,
XP_018717278.1,3.83,6,-40.3,7.57,65.8,
XP_010035248.1,3.76,7,-40.2,9.73,23.2,
XP_010032395.1,3.72,6,-40,10.24,25.9,
XP_018731114.1,3.63,7,-39.7,8.99,67.7,
XP_010031909.1,3.54,5,-39.7,8.58,44.8,
XP_010053958.1,3.84,6,-39.7,10.45,16.3,
XP_010023772.1,3.75,7,-39.6,5.84,61.2,
XP_010028648.1,3.8,8,-39.4,8.13,43,
XP_010029673.1,3.64,5,-39.3,8.77,40.8,
XP_018732057.1,3.77,6,-39.2,8.78,71.4,
XP_010055036.2,3.73,6,-39.1,7.24,98,
XP_010061415.1,4.01,10,-39.1,6.78,38.2,
XP_010033256.1,3.99,10,-39,8.82,36.7,
XP_010061137.1,4.02,10,-38.9,8.74,60,
XP_010037962.1,3.65,7,-38.4,8.81,17.7,
XP_010069685.1,3.57,5,-38.2,9.82,14.4,
XP_010024830.1,3.66,6,-38.2,7.23,53.3,
XP_010048387.1,4.13,11,-37.9,4.32,23.9,
XP_010044409.1,3.77,7,-37.8,5.22,60.4,
XP_010044939.1,3.93,10,-37.8,9.41,31.9,
XP_018718547.1,3.38,4,-37.7,4.7,51.5,
XP_010066468.1,3.73,6,-37.5,6.91,47.9,
XP_010032064.1,3.79,8,-37.4,9.74,22,
XP_010044646.1,3.66,6,-37.3,6.88,59,
XP_010049513.1,3.73,7,-37.2,6.02,21.7,
XP_010067894.1,3.74,6,-37.1,10.21,25.3,
XP_010043743.1,3.84,7,-36.7,6.17,82.2,
XP_010060673.1,4.01,8,-36.7,6.98,46,
XP_010067858.1,3.95,10,-36.7,9.07,39.6,
XP_010052458.1,3.51,4,-36.5,9.66,24.6,
XP_010056890.1,3.72,6,-36.5,4.71,42.7,
XP_010031680.1,3.78,8,-36.5,4.7,23.8,
XP_010061902.2,3.67,8,-36.4,9.25,54.3,
XP_010067725.1,3.6,7,-36.1,9.27,47,
XP_010063104.1,3.71,7,-35.9,9.24,60,
XP_010067511.1,3.66,6,-35.7,5.04,34.3,
XP_010026673.1,3.66,6,-35.3,6.97,26.5,
XP_010033665.1,3.63,5,-35.1,4.92,34,
XP_010063827.1,3.84,6,-35,10.56,17.6,
XP_010023477.1,3.66,5,-34.9,6.57,53.4,
XP_010046122.1,3.62,7,-34.8,8.51,41.8,
XP_010069059.1,3.81,8,-34.7,6.52,59.1,
XP_010057419.1,3.99,8,-34.6,10.56,17.6,
XP_018732053.1,3.81,5,-34.5,8.66,26.5,
XP_010057095.1,3.55,4,-34.5,4.77,29.4,
XP_018733356.1,3.54,5,-34.3,10.24,17.5,
XP_010057770.1,3.54,5,-34.2,5.5,39.2,
XP_010065641.1,3.58,5,-34.1,9.14,31.2,
XP_018732862.1,3.67,6,-34.1,7.72,20.4,
XP_010058569.1,3.71,6,-33.9,9.82,22.9,
XP_010062799.1,3.64,6,-33.9,8.53,36,
XP_010069388.1,3.79,6,-33.5,6.52,37.9,
XP_010048991.1,3.75,6,-33.1,7.61,35.5,
KCW64912.1,4.02,11,-33,5.6,17.3,
XP_010043319.1,3.63,5,-32.3,5.19,39.9,
XP_010056208.1,3.86,8,-32.2,6.52,45.2,
XP_010035120.1,3.48,5,-32.1,4.58,23.8,
XP_010052791.1,3.69,7,-32,6.84,16.2,
XP_010031355.1,3.61,5,-32,6.8,46.5,
XP_018717197.1,3.74,7,-31.9,8.47,37.4,
XP_010069110.1,3.66,3,-31.8,7.02,46.1,
XP_010035847.1,3.55,4,-31.7,6.81,63.1,
XP_010029949.1,3.49,5,-31.5,5.75,73.3,
XP_010057104.1,3.89,7,-31.1,5.54,57.5,
XP_010063458.1,3.45,5,-31,5.72,91.6,
XP_010038837.1,3.47,4,-30.9,8.77,26.1,
XP_010038186.1,3.63,4,-30.7,6.07,24.6,
XP_010037701.1,3.57,5,-30.7,5.48,30.9,
XP_018720304.1,3.66,5,-30.7,4.57,24.1,
XP_018730768.1,3.82,6,-30.6,6.18,71.5,
XP_010035704.1,3.44,4,-30.5,9.98,18.9,
XP_010055873.1,3.59,5,-30.4,6.01,51.8,
XP_010063287.1,4.06,16,-30.4,4.96,17,
XP_010028689.1,3.75,5,-30.3,6.95,33.5,
XP_018715347.1,3.49,5,-30.1,8.84,51.2,
XP_010033165.1,3.64,4,-29.7,10.39,17.5,
XP_010027806.1,3.72,5,-29.6,4.67,75.6,
XP_010035593.1,3.83,8,-29.6,9.32,46.2,
XP_010025116.1,3.56,4,-29.2,6.65,57.5,
XP_010030226.1,3.68,4,-29,8.87,99.8,
XP_010047405.1,3.56,4,-28.7,7.61,24.1,
XP_010023934.1,3.9,8,-28.7,6.6,35.6,
XP_018723538.1,3.66,5,-28.6,9.24,56.2,
XP_010032251.1,3.64,5,-28.6,6.86,35.2,
XP_010031366.1,3.75,6,-28.4,8.04,63.5,
XP_010030120.1,3.59,4,-28.3,5.48,184.9,
XP_010028719.1,3.7,5,-28.3,6.67,31.5,
XP_010029385.1,3.75,5,-28.2,5.07,24.4,
XP_010065642.1,3.52,4,-28.2,9.45,31.5,
XP_018716495.1,3.63,4,-28.1,9.27,43.6,
XP_010045004.1,3.49,4,-28.1,8.82,38.9,
XP_010030053.1,3.84,9,-28,5.95,27.6,
XP_010035162.1,3.6,5,-28,6.35,49.1,
XP_010042063.1,3.68,7,-27.8,8.95,44.4,
XP_010069895.1,3.72,6,-27.7,8.98,56.6,
XP_010031829.1,3.69,6,-27.7,8.25,39.4,
XP_010053906.1,3.68,6,-27.6,7.06,80.7,
XP_010053519.1,3.58,5,-27.5,6.64,39.3,
KCW77830.1,3.46,4,-27.4,6.64,39.1,
XP_010049172.1,3.55,4,-27,5.47,70.7,
XP_010054140.1,3.41,3,-26.8,6.28,41,
XP_018723759.1,3.78,8,-26.8,9.54,14.6,
XP_010025830.2,3.68,6,-26.6,5.72,45,
XP_010048762.1,3.62,4,-26.6,5.3,15.4,
XP_010024713.1,3.79,8,-26.5,9.47,14.2,
XP_018727745.1,3.48,4,-26.4,9.04,50.9,
XP_010032608.1,3.53,5,-26.4,9.32,58.7,
XP_018727890.1,3.41,4,-26.4,6.25,34.4,
XP_010063674.1,3.42,4,-26.4,5.36,68.7,
ADO23596.1,3.92,6,-26.3,5.18,14.6,no description available
XP_010041954.1,3.93,10,-26.1,5.64,15.3,
XP_010028734.1,3.79,7,-26.1,6.56,42.2,
XP_010028052.1,3.61,4,-25.9,5.86,59,
XP_018727337.1,3.41,4,-25.7,5.36,24,
XP_010062829.1,3.43,4,-25.7,5.51,24.1,
sp|K1C15_SHEEP|,3.6,6,-25.4,4.73,48.7," Keratin, type I cytoskeletal 15; Cytokeratin-15; CK-15; Keratin-15; K15; "
XP_010060663.1,3.61,5,-25.2,8.52,36.2,
KCW55862.1,3.46,3,-25.1,8.17,48.5,
XP_010067669.1,3.65,6,-25,4.38,21.9,
XP_010047451.1,3.6,5,-24.9,9.68,23.3,
XP_010029188.1,3.57,4,-24.8,5.34,35.9,
XP_010053434.1,3.32,3,-24.8,5.95,31.2,
XP_018726677.1,3.69,5,-24.7,8.92,50.6,
XP_018727338.1,3.51,5,-24.5,10.9,13.2,
XP_010036200.1,3.93,8,-24.5,8.56,27.6,
XP_010062160.1,3.83,8,-24.4,6.23,52.8,
XP_010047106.1,3.4,3,-24.4,6.63,59.7,
XP_010049454.2,3.53,4,-24.1,5.64,94.2,
XP_018732861.1,3.52,5,-24.1,6.13,63.7,
XP_010027859.1,3.57,3,-24.1,10.79,20.8,
XP_010070035.1,3.47,3,-24.1,6.13,28.1,
XP_010033655.1,3.74,5,-23.9,4.69,25.9,
XP_010029593.1,3.49,4,-23.8,8.69,46.5,
XP_010028205.1,3.33,3,-23.8,5.01,39.5,
XP_010044352.1,3.5,5,-23.7,4.91,90.5,
XP_010043237.1,3.47,3,-23.6,5.05,31.2,
XP_010038357.1,3.74,4,-23.6,10.55,26.4,
XP_010035882.1,3.49,4,-23.6,5.56,24.1,
XP_010063805.1,3.64,6,-23.6,4.61,66.2,
XP_010061844.1,3.64,5,-23.3,8.7,83.7,
XP_010065001.1,3.79,9,-23.1,6.19,28.1,
XP_018722097.1,3.65,4,-23,5.89,37.4,
XP_010066514.1,3.6,4,-22.9,5.29,46.6,
XP_010058059.1,3.47,3,-22.7,8.79,41.5,
XP_010068510.2,3.84,6,-22.6,6.55,22.5,
XP_010049536.1,3.51,4,-22.6,9.55,26.5,
XP_010035552.1,3.56,3,-22.5,7.83,31.1,
XP_010064086.1,3.57,5,-22.5,8.87,45,
XP_010033508.2,3.6,4,-22.4,5.63,113.6,
XP_010025043.1,3.77,6,-22.2,6.22,38.9,
ADO23574.1,3.84,8,-22.2,5.13,38.9,no description available
XP_018719257.1,3.66,4,-22.2,5.94,121.6,
XP_010027974.1,3.78,6,-22.1,7.66,80.1,
XP_010030046.1,3.5,4,-22,9.07,32.4,
XP_010032725.1,3.89,9,-22,5.95,39.3,
XP_010052888.1,3.4,3,-22,5.93,74.1,
XP_010033583.1,3.63,5,-21.9,7.75,17,
XP_010057074.1,3.14,3,-21.8,9.01,42.2,
XP_010033156.1,3.57,4,-21.8,8.38,23.9,
XP_018718291.1,3.43,3,-21.8,4.4,36.9,
XP_010047423.1,3.47,4,-21.8,8.21,63.1,
XP_010037684.1,3.52,5,-21.6,10.28,29.9,
XP_010060622.1,3.23,3,-21.5,10.63,21.2,
XP_010024435.1,3.37,3,-21.5,5.26,25.9,
XP_010028936.1,3.45,4,-21.4,5.81,114.4,
XP_010024778.1,3.6,4,-21.4,9.17,84.9,
XP_010066621.1,3.53,4,-21.3,6.48,51,
XP_010048581.1,3.3,2,-21.2,8.82,87.2,
XP_010036199.1,3.88,7,-21.2,8.64,28,
XP_010061514.1,3.48,3,-21.2,5.31,68,
XP_010029333.1,3.57,4,-21.2,5.57,99.8,
XP_010063754.1,3.46,5,-21.1,4.7,67.9,
KCW49428.1,3.47,4,-21.1,10.03,21.1,
XP_010031259.1,3.51,4,-20.9,6.55,42,
XP_010028049.1,3.52,7,-20.9,6.16,33.6,
XP_010068989.1,3.45,5,-20.8,9.07,22.6,
XP_010051031.1,3.2,3,-20.7,9.95,25.1,
XP_010067502.1,3.59,3,-20.4,6.07,35,
XP_010040926.1,3.66,3,-20.3,5.29,16.9,
XP_018727115.1,3.65,5,-20.2,6.55,57.9,
XP_010031901.1,3.43,3,-20.2,6.15,46.4,
XP_018721531.1,3.38,3,-20,9.27,34.3,
XP_010069235.1,3.37,3,-20,9.02,34.5,
XP_010044762.1,3.41,3,-19.9,9.23,34.1,
XP_010029994.1,3.34,2,-19.9,9.2,13.9,
XP_010044576.1,3.48,4,-19.9,10.59,16.3,
XP_010044065.1,3.63,3,-19.8,6.25,84.5,
XP_010028998.1,3.45,3,-19.7,5.97,22.4,
XP_010053221.1,3.53,3,-19.7,5.52,52.7,
XP_010025244.1,3.72,6,-19.7,9.45,14.1,
XP_010036728.1,3.61,4,-19.6,6.54,54.3,
XP_010067610.1,3.52,6,-19.6,10.94,14.9,
XP_010060042.1,3.45,3,-19.6,4.72,29.2,
XP_010035421.1,3.6,4,-19.4,6.73,20.8,
XP_010034921.1,3.41,4,-19.3,9.52,22.1,
XP_010059854.1,3.7,5,-19.2,6.11,80.3,
XP_010053589.1,3.99,10,-19.1,5.04,17.3,
XP_010060968.1,3.63,4,-19,5.05,29.8,
XP_010060846.1,3.59,4,-19,5.86,93.9,
KCW57583.1,3.85,9,-19,8.45,36.8,
XP_010049715.1,3.68,5,-18.9,6.21,55.3,
XP_010035630.1,3.42,3,-18.9,5.78,33.9,
XP_010025256.1,3.53,3,-18.9,11.25,21,
XP_010052188.1,3.17,2,-18.9,4.87,57.4,
XP_010065959.1,3.19,3,-18.8,5.5,25.4,
XP_010031766.1,3.22,2,-18.7,4.98,22.5,
XP_010056484.1,3.3,3,-18.7,5.57,69.1,
XP_010028398.1,3.26,2,-18.5,5.74,93.5,
XP_010066927.1,3.37,3,-18.5,10.45,17.2,
XP_010032055.1,3.68,5,-18.4,6.08,27.3,
XP_010064997.1,3.63,3,-18.2,4.23,11.5,
XP_018732593.1,3.31,2,-18.2,7.02,39.8,
XP_018724745.1,3.53,4,-18.1,9.14,78,
XP_010048945.1,3.48,4,-18.1,8.81,35.8,
XP_010049196.1,3.43,3,-18.1,6.44,114.4,
NP_001306900.1,3.5,4,-18,6.15,53.1,
XP_010027979.2,3.5,3,-18,5.91,57.3,
XP_010029741.1,3.45,3,-17.9,9.44,36.7,
XP_010025008.1,3.44,3,-17.9,10.37,17,
XP_010026792.1,3.24,2,-17.8,8.69,42.1,
XP_010067525.1,3.6,4,-17.7,5.85,30.3,
XP_010025117.1,3.62,3,-17.7,6.43,57.3,
XP_018720995.1,3.22,3,-17.7,10.37,28.6,
XP_010069682.1,3.5,4,-17.7,5.33,40.6,
XP_010045528.1,3.3,2,-17.7,5.54,46.5,
XP_010066951.1,3.24,3,-17.6,7.02,29.6,
XP_010028921.1,3.64,4,-17.5,6.1,43.1,
XP_018721153.1,3.2,2,-17.4,6.25,69.2,
XP_010042296.1,3.54,4,-17.4,10.11,15.8,
XP_010037973.1,3.58,3,-17.3,5.84,74.9,
XP_010069705.1,3.47,4,-17.2,6.46,41.5,
XP_010055598.1,3.32,3,-17.2,4.59,65.8,
XP_010049490.1,3.75,4,-17.2,4.36,42.7,
XP_010033473.1,3.94,8,-17.1,10.9,28.1,
XP_010031776.1,3.48,4,-17.1,9.13,40.7,
XP_010067818.1,3.45,4,-17,9.46,41.2,
XP_010069118.1,3.39,3,-17,10.41,15.5,
XP_018732437.1,3.44,2,-16.9,5.16,43.9,
XP_010052515.1,3.44,3,-16.8,8.58,19.1,
XP_010025422.1,3.69,5,-16.8,8.85,58.7,
XP_010036201.1,3.87,5,-16.8,8.23,28.1,
XP_010060937.1,3.45,3,-16.7,6.2,62.6,
XP_010046987.1,3.55,3,-16.7,8.77,29.2,
XP_010024759.1,3.39,3,-16.7,5.14,17.7,
XP_010033127.1,3.34,2,-16.6,9.07,15.5,
NP_001289660.1,3.43,3,-16.6,4.93,49.6,
XP_018720922.1,3.53,3,-16.6,6.32,30.6,
XP_010061461.1,3.53,3,-16.6,4.99,75.8,
XP_010054231.2,3.4,3,-16.4,5.81,31.6,
XP_010066374.1,3.31,3,-16.4,5.58,49.1,
XP_010067029.1,3.54,4,-16.4,5.82,50,
XP_010049597.1,3.25,3,-16.2,5.81,54.5,
XP_010036760.1,3.51,2,-16.2,5.29,29.5,
KCW47739.1,3.62,5,-16.2,9.02,41.9,
XP_010060936.1,3.46,3,-16.1,9.07,24.4,
XP_010029889.1,3.19,2,-16.1,9.32,51.3,
XP_010062037.1,3.52,4,-16,7.64,63.4,
XP_010069727.1,3.82,5,-15.8,6.89,49.1,
XP_010065319.1,3.31,3,-15.8,5.66,68.4,
XP_010036243.1,3.44,3,-15.8,5.23,84.2,
XP_010047663.1,3.8,7,-15.6,4.63,14.1,
XP_010043250.1,3.32,2,-15.6,7.7,30.9,
XP_010060433.1,3.67,4,-15.4,5.04,80.6,
XP_010028489.1,3.22,2,-15.4,5.88,33.1,
XP_018728764.1,2.97,2,-15.3,8.18,28.6,
XP_010064077.1,3.45,3,-15.3,7.77,41.1,
XP_010055993.1,3.41,2,-15.3,8.56,51.2,
XP_010045714.1,3.41,3,-15.1,5.24,35.6,
XP_010045302.1,3.36,3,-15,6.09,22.3,
XP_010050337.1,3.6,4,-15,5.74,39.3,
XP_010029697.1,3.66,5,-15,10.9,28.2,
XP_010063381.1,3.43,3,-15,4.86,33.5,
XP_010070156.1,3.54,3,-15,5.35,47.1,
XP_010063034.1,3.45,3,-14.9,7.31,60.7,
XP_010063400.1,3.35,3,-14.9,8.07,48.4,
XP_010053611.1,3.51,3,-14.9,8.84,43.3,
XP_010031855.1,3.51,4,-14.7,6.37,101.8,
