Identifier,log(I),rI,log(e),pI,Mr (kDa),Description
XP_010067582.1,4.05,14,-48.5,9.49,34.5,
XP_010035120.1,3.77,7,-48.5,4.58,23.8,
XP_010028899.1,4.02,14,-48.1,8.45,42.8,
XP_010056208.1,3.91,8,-48.1,6.52,45.2,
XP_010044926.1,3.79,8,-47.5,5.59,64.4,
XP_010060042.1,3.85,8,-47.3,4.72,29.2,
XP_010023565.1,3.73,7,-47.3,9.17,41.8,
XP_018720581.1,3.83,8,-47.1,6.41,101.9,
ADO23586.1,4.02,15,-47,5.33,39.5,no description available
XP_010033373.1,3.72,6,-46.6,8.03,30.9,
XP_010031402.1,4.11,12,-46.4,6.83,42.9,
XP_010030961.1,3.79,7,-46.2,6.13,27.2,
KCW83978.1,3.75,7,-46.2,9.15,58.6,
XP_010035998.1,3.7,9,-46.1,9.3,11.7,
XP_010042319.2,4.23,12,-45.7,7.47,52.8,
XP_010063287.1,4.18,17,-45.4,4.96,17,
XP_010052095.1,3.73,9,-45,5.28,28,
XP_010066951.1,3.83,9,-44.8,7.02,29.6,
XP_010023650.1,3.83,7,-43.9,6.1,53.1,
XP_010066256.1,4.03,13,-43.9,8.7,18,
XP_010046973.1,3.6,6,-42.4,4.75,54.2,
XP_010040556.1,3.86,8,-42.2,5.49,68.7,
XP_010028648.1,4.06,17,-41.9,8.13,43,
XP_010066215.1,4.07,17,-41.8,8.13,42.9,
KCW45190.1,3.64,5,-41.3,6.52,22.2,
XP_018732057.1,3.84,9,-41.2,8.78,71.4,
XP_010047845.1,3.78,7,-41.2,4.93,80.2,
XP_010061172.1,3.88,9,-41.1,6.88,57.2,
XP_010029375.1,3.83,8,-40.8,8.48,29.4,
XP_010032624.1,4.06,13,-40.4,4.76,29.7,
XP_018719257.1,3.81,7,-40,5.94,121.6,
XP_010069812.1,3.69,6,-39.9,4.81,93.7,
XP_010048387.1,3.84,7,-39.7,4.32,23.9,
XP_010055401.1,3.59,7,-39.6,5.69,33.6,
XP_010060093.1,4.07,14,-39.5,6.78,46.4,
XP_010055036.2,3.55,5,-39.4,7.24,98,
XP_010063104.1,3.78,7,-39.2,9.24,60,
XP_010033217.1,3.7,6,-39.1,8.78,29.3,
XP_010035960.1,3.64,6,-39,5.07,37.4,
XP_010052858.1,3.61,6,-38.8,5.27,32.3,
NP_001289663.1,3.8,7,-38.7,5.78,51.9,
XP_010058569.1,3.72,7,-38.2,9.82,22.9,
XP_010035997.1,3.92,9,-37.8,9.04,11.8,
XP_010028097.1,3.82,9,-37.8,10.79,16.7,
XP_018718646.1,3.66,5,-37.4,9.41,56.3,
XP_010057920.1,3.6,5,-37.3,6.12,40.8,
XP_010023918.1,3.91,10,-37,10.37,15.5,
XP_010027699.1,3.71,5,-37,5.31,41.7,
XP_010045878.1,3.76,9,-37,5.46,28.6,
XP_018728943.1,3.75,7,-36.9,11.45,20.3,
XP_010060660.1,3.61,5,-36.8,6.72,76.4,
XP_018728402.1,3.84,9,-36.7,5.29,28.2,
XP_010057074.1,3.64,7,-36.4,9.01,42.2,
XP_010028936.1,3.83,6,-36.3,5.81,114.4,
XP_010032055.1,3.88,8,-36.2,6.08,27.3,
XP_010059918.1,3.74,7,-35.9,5.7,82,
XP_010032290.1,3.8,11,-35.9,8.9,46.6,
XP_010032010.1,3.55,6,-35.8,6.93,92,
XP_010024713.1,3.77,8,-35.7,9.47,14.2,
XP_010044902.1,3.62,4,-35.6,4.75,61.3,
XP_010057104.1,3.98,8,-35.6,5.54,57.5,
XP_010055092.1,3.55,4,-35.5,8.44,52.3,
XP_010031610.1,3.92,9,-35.5,8.79,69,
XP_010029093.1,3.82,6,-35.2,6,43.1,
XP_010067611.1,3.99,9,-35.1,7.83,25.6,
XP_010032630.1,3.63,5,-34.7,9.05,58.8,
XP_010033165.1,3.69,5,-34.7,10.39,17.5,
XP_010041738.1,3.69,7,-34.6,5.91,33.8,
XP_010055593.1,3.46,6,-34.4,6.77,62.5,
XP_010032608.1,3.64,6,-34.3,9.32,58.7,
XP_018730768.1,3.81,6,-34.1,6.18,71.5,
XP_018727810.1,3.8,8,-33.9,8.26,24.2,
XP_010044646.1,3.79,5,-33.7,6.88,59,
XP_010032715.1,3.54,5,-33.7,10.29,26.8,
XP_010042058.1,3.56,6,-33.6,5.51,29.6,
XP_018727808.1,3.97,10,-33.3,8.52,24.2,
KCW81978.1,3.93,9,-33,9.1,20.1,no description available
XP_010058011.1,3.47,5,-33,8.72,48.8,
XP_010061137.1,3.54,6,-32.7,8.74,60,
XP_018725744.1,3.71,6,-32.7,8.86,22,
XP_010033665.1,3.67,4,-31.8,4.92,34,
XP_010028347.1,3.7,5,-31.8,5.27,54.7,
XP_010051417.1,3.71,7,-31.2,5.03,17.2,
XP_010053958.1,3.69,5,-31.1,10.45,16.3,
XP_010060252.1,3.74,5,-31.1,10.44,25,
XP_010054042.1,3.59,4,-30.8,11,23.6,
XP_010033156.1,3.51,4,-30.8,8.38,23.9,
XP_010035276.1,3.59,6,-30.5,9.68,24.5,
XP_010043237.1,3.63,5,-30.4,5.05,31.2,
XP_010062489.2,3.49,4,-30.2,10.72,17.8,
XP_010066294.1,3.53,4,-29.5,5.04,54.4,
XP_010061844.1,3.81,7,-29.5,8.7,83.7,
XP_018720304.1,3.64,5,-29.3,4.57,24.1,
XP_010038272.1,3.5,4,-29.3,5.47,39,
KCW57288.1,3.91,9,-29.2,8.52,41.6,
XP_010063949.1,3.52,5,-29,4.76,56.1,
XP_010066265.1,3.95,10,-28.6,6.29,18.8,
XP_010036489.1,3.54,4,-28.4,5.31,41.7,
XP_010069059.1,3.74,5,-27.8,6.52,59.1,
XP_010061765.1,3.66,6,-27.8,6,36.5,
XP_010069596.1,3.79,7,-27.7,4.65,16.5,
XP_010043319.1,3.29,4,-27.4,5.19,39.9,
XP_010047405.1,3.53,4,-27.2,7.61,24.1,
XP_010055432.1,3.52,4,-27.2,5.91,22.6,
XP_010054966.1,3.57,4,-26.9,8.66,17.9,
XP_010052188.1,3.71,7,-26.8,4.87,57.4,
XP_010027974.1,3.47,5,-26.7,7.66,80.1,
XP_010037305.1,3.58,8,-26.6,7.67,30,
XP_010047753.1,3.46,3,-26.5,9.6,36.6,
XP_010024830.1,3.62,5,-26.4,7.23,53.3,
XP_010049847.1,3.54,4,-26.1,8.22,51,
XP_010061994.1,3.7,4,-25.9,9.43,25.8,
XP_010036097.1,3.5,5,-25.8,8.67,29.2,
XP_010035593.1,3.47,3,-25.8,9.32,46.2,
XP_010034049.1,3.64,5,-25.6,6.55,52,
XP_010069685.1,3.39,3,-25.6,9.82,14.4,
XP_010045047.1,3.57,4,-25.5,8.15,44.1,
XP_010065642.1,3.45,3,-25.5,9.45,31.5,
KCW51659.1,2.91,3,-25.5,5.15,26.9,
XP_010067511.1,3.52,4,-25.4,5.04,34.3,
KCW50688.1,3.76,6,-25.3,9.06,34.4,
XP_010053589.1,4.05,12,-25.2,5.04,17.3,
XP_010066927.1,3.54,4,-25.1,10.45,17.2,
XP_010045666.1,3.85,6,-25.1,5.3,54.7,
XP_010043430.1,3.4,4,-25,9.15,21.7,
XP_010029878.1,3.64,5,-25,8.2,43.4,
XP_010060936.1,3.43,4,-24.9,9.07,24.4,
XP_010038186.1,3.5,4,-24.9,6.07,24.6,
XP_010067406.1,3.47,4,-24.8,5.37,41.7,
XP_018732862.1,3.41,4,-24.8,7.72,20.4,
XP_018718395.1,3.78,12,-24.7,6.52,29.3,
XP_018719432.1,3.42,3,-24.7,5.84,35.6,
XP_010069895.1,3.74,7,-24.6,8.98,56.6,
XP_018732593.1,3.56,3,-24.6,7.02,39.8,
XP_010052867.1,3.46,4,-24.5,9.59,61.3,
XP_018731114.1,3.84,6,-24.3,8.99,67.7,
XP_010063266.1,3.54,5,-24.1,6.8,44,
XP_010062840.1,3.48,4,-24.1,5.66,24.2,
KCW48530.1,3.37,3,-23.9,7.47,52.8,no description available
XP_010062388.1,3.12,2,-23.6,5.41,31.2,
XP_010046987.1,3.56,5,-23.5,8.77,29.2,
XP_010063381.1,3.06,2,-23.4,4.86,33.5,
XP_010069156.1,3.57,4,-23.3,10.44,17.2,
XP_018728580.1,3.41,5,-23.3,8.8,17.8,
XP_010031766.1,3.45,3,-23,4.98,22.5,
XP_010031259.1,3.74,6,-22.8,6.55,42,
XP_010049597.1,3.62,5,-22.5,5.81,54.5,
XP_010052791.1,3.58,5,-22.3,6.84,16.2,
XP_010036726.1,3.59,6,-22.3,6.56,38.5,
XP_010048243.1,3.27,3,-22.2,7.52,40.1,
XP_018732053.1,3.62,4,-22.2,8.66,26.5,
XP_018731179.1,3.39,4,-22.1,5.35,82.7,
XP_010062160.1,3.19,3,-22.1,6.23,52.8,
XP_010049710.1,3.41,4,-21.9,6.88,55.9,
XP_010025008.1,3.61,4,-21.8,10.37,17,
XP_010033700.1,3.5,3,-21.4,8.75,26.5,
XP_010033826.1,3.71,5,-21.3,9.07,29,
XP_010049454.2,3.75,6,-21.2,5.64,94.2,
XP_010033256.1,3.44,4,-21.1,8.82,36.7,
sp|ALBU_HUMAN|,3.92,8,-21,5.92,69.3, Serum albumin; Flags: Precursor; 
XP_010063805.1,3.64,6,-20.8,4.61,66.2,
XP_010042296.1,3.55,4,-20.8,10.11,15.8,
XP_010024143.1,3.71,5,-20.8,6.19,18.3,
XP_010029522.1,3.46,3,-20.7,5.29,104.7,
XP_010069046.1,3.43,4,-20.1,4.83,14.8,
XP_010049536.1,3.7,5,-20.1,9.55,26.5,
XP_010041954.1,3.07,2,-20,5.64,15.3,
XP_010053652.1,3.53,4,-20,5.44,69.2,
XP_010028919.1,3.37,5,-19.9,9.1,9.6,
XP_010037925.1,3.53,4,-19.9,10.48,44.9,
XP_010043137.1,3.59,4,-19.7,10.28,14.7,
XP_010060673.1,3.54,3,-19.7,6.98,46,
XP_010052216.1,3.53,6,-19.6,8.87,42.3,
XP_010044743.1,3.61,5,-19.5,11.6,13.7,
XP_010040376.1,3.48,3,-19.3,9.86,19.2,
NP_001289638.1,3.55,6,-19.2,4.76,50.3,
XP_018724396.1,3.33,3,-19.1,5.38,26.9,
XP_010032777.1,3.43,4,-19.1,8.52,33.6,
XP_010048991.1,3.42,4,-19,7.61,35.5,
XP_010045371.1,2.99,2,-18.8,9.85,27.7,
XP_010030053.1,3.61,6,-18.8,5.95,27.6,
XP_010028700.1,3.37,3,-18.8,9.51,56,
XP_010053434.1,3.35,3,-18.8,5.95,31.2,
XP_010061512.1,3.31,4,-18.8,4.78,28.3,
XP_010047663.1,3.5,4,-18.7,4.63,14.1,
XP_010047106.1,3.41,3,-18.7,6.63,59.7,
XP_010035290.1,3.58,3,-18.6,8.62,25.5,
XP_010062720.1,3.41,4,-18.5,5.93,16.5,
XP_010029385.1,3.27,2,-18.4,5.07,24.4,
XP_010045037.1,3.44,3,-18.4,9.01,12.6,
sp|K1C15_SHEEP|,3.71,7,-18.4,4.73,48.7," Keratin, type I cytoskeletal 15; Cytokeratin-15; CK-15; Keratin-15; K15; "
XP_010057419.1,3.85,5,-18.3,10.56,17.6,
XP_010036200.1,3.58,4,-18.2,8.56,27.6,
XP_010029198.1,3.44,4,-17.8,7.67,33.5,
XP_010042680.1,3.17,3,-17.6,9.8,43.2,
XP_010067434.1,3.39,2,-17.4,5.43,22.7,
XP_010035704.1,3.48,3,-17.3,9.98,18.9,
XP_010067525.1,3.33,4,-17.3,5.85,30.3,
XP_010036551.1,3.38,4,-17.3,5.93,33.9,
XP_010037221.1,3.57,4,-17.3,10.39,16.1,
XP_010049816.1,3.66,6,-17.2,8.05,38.4,
XP_010061927.1,3.35,2,-17.2,5.47,14.3,
XP_010052663.1,3.43,3,-17.2,10.51,44.7,
XP_010067502.1,3.28,2,-17.1,6.07,35,
XP_010043801.1,3.81,7,-17,5,16.9,
ADO23574.1,3.76,7,-17,5.13,38.9,no description available
XP_010067218.1,3.05,2,-16.9,6.25,23.6,
XP_018727821.1,3.36,3,-16.7,11.25,24.6,
XP_010028052.1,3.53,3,-16.6,5.86,59,
XP_010027979.2,3.2,2,-16.5,5.91,57.3,
XP_010048762.1,3.61,4,-16.4,5.3,15.4,
XP_010041726.1,3.45,3,-16.4,8.71,35.5,
XP_010060967.1,3.39,2,-16.3,9.47,22.1,
XP_018732194.1,3.35,3,-16.3,5.91,27.2,
XP_010055859.1,3.53,4,-16.2,7.15,67.4,
XP_010047451.1,3.17,2,-16.2,9.68,23.3,
XP_010041628.2,3.24,2,-16.2,4.42,22.5,
XP_010032227.1,3.3,3,-16,9.15,49.3,
XP_010058059.1,3.14,2,-15.9,8.79,41.5,
XP_010062095.1,3.35,2,-15.9,9.22,21.8,
XP_010063827.1,3.7,4,-15.9,10.56,17.6,
XP_018726677.1,3.49,3,-15.9,8.92,50.6,
XP_010025117.1,3.48,3,-15.8,6.43,57.3,
XP_010024019.1,3.13,2,-15.8,5.31,52.2,
XP_010046122.1,3.24,3,-15.7,8.51,41.8,
XP_010025830.2,3.28,2,-15.6,5.72,45,
KCW44129.1,3.4,3,-15.5,9,30.8,
XP_010045714.1,3.18,2,-15.5,5.24,35.6,
XP_010045302.1,3.17,2,-15.2,6.09,22.3,
XP_010025116.1,3.62,4,-15.1,6.65,57.5,
XP_010067124.1,3.38,2,-15.1,6.2,16.6,
XP_010024999.1,3.45,3,-15.1,4.75,52.2,
XP_010038281.1,3.42,3,-15,6.91,22,
XP_010041734.2,3.33,3,-14.8,10,10.3,
XP_010033473.1,3.25,2,-14.8,10.9,28.1,
XP_010033712.1,3.55,4,-14.6,8.91,29,
XP_010031688.1,3.09,2,-14.6,5.87,11.2,
XP_018732437.1,3.32,3,-14.4,5.16,43.9,
XP_010024435.1,3.5,2,-14.3,5.26,25.9,
XP_010031366.1,3.48,4,-14.2,8.04,63.5,
XP_010062276.1,3.1,2,-14.2,5.78,39.2,
XP_010064077.1,3.28,2,-14.1,7.77,41.1,
XP_010068511.2,3.16,2,-14.1,5.87,47.1,
XP_010023651.1,3.29,4,-14.1,7.98,51.8,
XP_010037863.1,3.54,4,-13.7,10.58,15.8,
ADO23644.1,3.19,2,-13.5,11.28,17.4,no description available
XP_010030704.1,3.53,6,-13.5,5.45,45,
XP_018728399.1,3.38,3,-13.4,8.41,36.5,
XP_010029949.1,3.28,3,-13.3,5.75,73.3,
XP_010025755.2,3.83,5,-13.3,6.86,82.1,
XP_010030127.1,3.63,3,-13.1,4.4,15.5,
XP_010047621.1,3.07,2,-13.1,9.9,13.9,
XP_010057126.1,3.44,2,-13.1,9.01,64.7,
XP_018724280.1,3.46,4,-13,8.6,56.7,
XP_010025196.1,3.34,2,-13,5.48,97.9,
ADO23590.1,3.47,3,-12.9,6.58,82.4,no description available
XP_010044939.1,3.56,4,-12.9,9.41,31.9,
XP_010028998.1,3.06,2,-12.8,5.97,22.4,
XP_010063520.1,3.26,2,-12.8,5,41,
XP_010052179.1,3.5,3,-12.7,10.01,20.8,
XP_010052710.1,3.37,2,-12.6,5.68,25.9,
XP_010027859.1,3.44,3,-12.6,10.79,20.8,
XP_010059663.2,3.15,2,-12.5,6.2,65.2,
XP_010027708.1,3.63,5,-12.4,6.36,51.8,
XP_010028424.1,3.32,2,-12.4,7.56,71.1,
KCW77830.1,3.45,3,-12.3,6.64,39.1,
XP_010054127.1,3.46,4,-12.2,9.77,30.2,
XP_010027606.1,3.21,2,-12.2,5.74,55.7,
XP_010025043.1,3.62,4,-12.1,6.22,38.9,
XP_010032273.1,3.17,2,-12,10.83,14.4,
XP_010059854.1,3.26,2,-11.9,6.11,80.3,
XP_010031256.1,3.24,2,-11.9,6.07,34.9,
XP_010036195.1,3.74,5,-11.9,7.66,27.2,
XP_010060622.1,3.2,2,-11.8,10.63,21.2,
XP_010041395.1,3.36,2,-11.8,7.22,64.2,
XP_010045528.1,3.43,2,-11.7,5.54,46.5,
XP_010028049.1,3.47,4,-11.7,6.16,33.6,
XP_010037164.1,3.41,3,-11.7,10.32,23,
XP_010047919.1,3.16,2,-11.6,5.22,103.1,
XP_010030714.1,3.52,6,-11.6,5.46,44.9,
XP_010061892.1,3.17,2,-11.5,9.84,22.2,
XP_010035421.1,3.32,2,-11.5,6.73,20.8,
XP_010035847.1,3.33,2,-11.4,6.81,63.1,
ADO23617.1,3.31,4,-11.4,6.03,7.7,no description available
XP_010036201.1,3.65,4,-11.3,8.23,28.1,
XP_010029673.1,3.37,3,-11.2,8.77,40.8,
XP_010045311.1,3.09,2,-11.2,5.96,34.7,
XP_018727890.1,3.68,4,-11.2,6.25,34.4,
XP_010066374.1,3.47,2,-11.1,5.58,49.1,
XP_010027978.1,3.59,4,-11,8.77,57.1,
XP_018723237.1,3.21,2,-11,4.54,28.6,
XP_010055855.1,3.21,2,-11,5.41,48,
XP_010066621.1,3.17,2,-11,6.48,51,
XP_010023477.1,3.48,3,-10.9,6.57,53.4,
XP_010070252.1,3.46,3,-10.9,6.48,48.9,
XP_010053520.1,3.64,4,-10.8,7.63,37,
XP_010043250.1,3.43,2,-10.8,7.7,30.9,
XP_010035827.1,3.52,2,-10.7,5.98,25.7,
XP_010030181.1,3.42,3,-10.7,8.87,29.7,
XP_018720459.1,2.91,2,-10.7,9.18,26.8,
XP_010065001.1,3.31,4,-10.6,6.19,28.1,
XP_018717197.1,3.17,3,-10.6,8.47,37.4,
XP_010062799.1,3.01,2,-10.5,8.53,36,
XP_010053418.1,3.2,2,-10.4,5.15,52.4,
XP_010037106.1,3.09,2,-10.4,9.69,25.3,
XP_010069682.1,3.38,3,-10.3,5.33,40.6,
XP_010060663.1,3.2,2,-10.2,8.52,36.2,
XP_010061902.2,3.21,2,-10.1,9.25,54.3,
XP_010038001.1,3.21,3,-10,9.65,13.7,
XP_010052236.1,3.08,2,-10,9.39,18,
XP_010023598.1,3.19,2,-10,9.23,33.3,
XP_010035249.1,3.47,2,-10,8,64.1,
XP_010060968.1,3.32,2,-9.9,5.05,29.8,
XP_010028489.1,3.22,2,-9.8,5.88,33.1,
XP_010063754.1,3.4,2,-9.8,4.7,67.9,
XP_010069235.1,3.64,4,-9.8,9.02,34.5,
XP_018731969.1,3.48,3,-9.8,5.38,46.7,
XP_010028563.1,2.97,2,-9.8,5.51,52.1,
XP_018725118.1,2.89,1,-9.7,6.59,15.2,
XP_010044214.1,3.29,2,-9.7,9.1,54.8,
XP_018733245.1,3.32,2,-9.7,9.16,21.3,
XP_010057187.1,3.33,2,-9.7,4.56,40.1,
XP_010065821.1,2.95,2,-9.7,6.86,33.3,
XP_010053907.1,3.38,3,-9.5,6.29,80.2,
XP_010068989.1,3.03,2,-9.5,9.07,22.6,
XP_010063163.1,3.07,2,-9.5,10,36.7,
XP_010024257.1,3.07,2,-9.5,6.28,41.9,
XP_010066841.1,3.2,2,-9.5,5.32,47.1,
XP_010044055.1,3.42,2,-9.5,5.43,22.1,
XP_010039555.1,3.61,4,-9.4,4.34,49.1,
XP_018721153.1,2.99,2,-9.4,6.25,69.2,
XP_010056726.1,3.28,2,-9.4,6.21,12.8,
XP_018720995.1,3.29,2,-9.3,10.37,28.6,
XP_010061721.1,2.87,2,-9.3,4.83,51.9,
XP_010069958.1,2.89,1,-9.3,5.77,23.8,
XP_010055530.1,3.4,3,-9.3,7.66,65.9,
XP_010063599.1,3.22,2,-9.2,5.15,71.7,
XP_010025154.1,3.05,2,-9.2,7.64,32,
XP_018717463.1,3.32,3,-9.2,4.79,45.6,
XP_010035193.1,3.33,2,-9.2,5.55,32,
XP_010043580.1,3.23,2,-9.1,10.11,26.4,
XP_010065219.1,3.06,2,-9.1,9.28,28.4,
XP_010063743.1,3.5,2,-9,9.01,15.2,
XP_010049637.1,3.29,2,-9,8.91,68.1,
XP_010063836.1,3.34,2,-8.9,5.28,38.4,
XP_010032358.1,3.3,3,-8.9,9.37,42.4,
XP_018725076.1,2.98,1,-8.9,6.26,71.2,
XP_018732456.1,3.35,2,-8.9,8.48,48.1,
XP_010032073.1,3.1,2,-8.8,8.61,45.5,
XP_010032296.1,3.08,2,-8.8,8.76,21.4,
XP_010034521.1,3.29,2,-8.8,9.24,62.1,
XP_018733165.1,3.22,2,-8.7,5.38,31.2,
XP_018733369.1,3.19,2,-8.7,5.86,72.9,
XP_010036880.1,2.92,1,-8.6,4.73,22.1,
XP_010043384.1,2.96,2,-8.6,5.38,12.3,
XP_010053530.1,3.16,2,-8.6,9.95,26.3,
XP_010046975.1,3.15,2,-8.5,5,56.3,
XP_010032064.1,3.17,2,-8.5,9.74,22,
XP_018718529.1,3.09,2,-8.5,6.55,90.5,
XP_010061330.1,3.2,2,-8.4,9.27,23.4,
XP_018733199.1,3.46,3,-8.4,9.13,17,
XP_010060532.1,3.49,2,-8.4,9.12,43.1,
XP_010067818.1,2.87,2,-8.4,9.46,41.2,
XP_010049881.1,3.1,1,-8.4,10.55,14.4,
XP_010066468.1,3.21,2,-8.3,6.91,47.9,
XP_010043743.1,3.41,3,-8.3,6.17,82.2,
XP_010025519.1,3.23,2,-8.3,9.03,27.6,
XP_010038143.1,3.1,2,-8.3,8.99,44.5,
XP_010044409.1,3.16,2,-8.3,5.22,60.4,
XP_010048535.1:reversed,3.48,2,-8.2,5.9,114.3,
