Identifier,log(I),rI,log(e),pI,Mr (kDa),Description
XP_010052791.1,3.79,8,-36.6,6.84,16.2,
XP_010030201.1,3.71,6,-35.8,6.32,47.5,
XP_018727840.1,3.78,7,-35.7,6.6,70.5,
XP_018721153.1,3.76,6,-35.5,6.25,69.2,
XP_010066154.1,3.81,6,-35.1,7.81,16.8,
XP_010030657.1,3.8,9,-34.6,8.41,32.2,
XP_010042867.2,3.75,5,-34.6,8.46,26,
XP_018731179.1,3.65,7,-34.1,5.35,82.7,
XP_010023477.1,3.46,4,-34,6.57,53.4,
XP_010058569.1,3.6,5,-34,9.82,22.9,
XP_010042063.1,3.73,6,-33.4,8.95,44.4,
XP_010030053.1,3.72,8,-33.4,5.95,27.6,
XP_018717197.1,3.76,7,-33.4,8.47,37.4,
XP_010053313.1,3.61,6,-33.2,8.63,24.2,
XP_010055809.1,3.81,6,-33.1,8.69,21.1,
XP_010050008.1,3.58,4,-33,5.5,47.9,
XP_010028812.1,3.79,8,-32.6,8.67,35.7,
XP_010035276.1,3.65,6,-32.5,9.68,24.5,
XP_010024921.1,3.68,6,-32.5,5.54,24,
XP_010044556.1,3.47,5,-32.2,8.52,42.6,
XP_010027699.1,3.7,6,-31.5,5.31,41.7,
XP_010049664.1,3.19,4,-31.5,5.55,17.3,
XP_010059895.1,3.7,5,-30.7,5.63,51.8,
XP_018732053.1,3.57,4,-29.5,8.66,26.5,
XP_018726677.1,3.72,5,-29.5,8.92,50.6,
XP_018720664.1,3.61,5,-28.8,5.99,114.2,
XP_010055735.1,3.78,8,-28.5,4.46,29.4,
KCW69236.1,3.6,5,-28.3,6.07,28,
XP_018726917.1,3.59,5,-28.2,8.89,26.8,
XP_010045506.1,3.31,3,-27.7,8.75,28.2,
XP_010025126.1,3.81,7,-27.2,10.28,14.9,
XP_010023934.1,3.78,6,-26.6,6.6,35.6,
ADO23587.1,3.76,7,-26.6,6.68,51.8,no description available
XP_010049597.1,3.66,5,-26.6,5.81,54.5,
XP_010047106.1,3.43,3,-26.2,6.63,59.7,
XP_010026741.1,3.72,6,-25.9,6.34,36.7,
XP_010060801.1,3.51,4,-25.9,9.24,40.7,
XP_010040396.2,3.81,6,-25.7,6.01,59.3,
XP_010042699.1,3.67,6,-25.7,6.18,23.8,
XP_010029385.1,3.73,4,-25.5,5.07,24.4,
XP_010043430.1,3.39,5,-25.2,9.15,21.7,
XP_010046344.2,4.07,14,-24.9,6.97,19.3,
ADO23574.1,3.62,4,-23.7,5.13,38.9,no description available
XP_010032227.1,3.59,5,-23.7,9.15,49.3,
XP_010053670.1,3.41,3,-23.5,5.22,32.1,
XP_018730109.1,3.48,3,-23.4,8.46,32.2,
XP_018733074.1,3.54,4,-23.1,5.01,53.1,
XP_010066265.1,3.99,9,-23,6.29,18.8,
XP_010063836.1,3.81,8,-22.9,5.28,38.4,
XP_010055401.1,3.67,4,-22.8,5.69,33.6,
XP_010052814.1,3.71,7,-22.8,5.09,37.3,
XP_010023565.1,3.41,3,-22.8,9.17,41.8,
XP_010067511.1,3.3,3,-22.7,5.04,34.3,
XP_010035773.1,3.42,3,-22.6,9.82,41.4,
XP_010055986.1,3.59,4,-22.4,5.07,73.5,
XP_010061902.2,3.37,3,-22.1,9.25,54.3,
XP_010063287.1,4.17,16,-21.7,4.96,17,
XP_010045047.1,3.75,4,-21.6,8.15,44.1,
ADO23614.1,3.49,4,-21.3,6.54,56,no description available
XP_010066465.1,3.59,4,-21.3,6.32,80.6,
XP_010028998.1,3.41,3,-21,5.97,22.4,
XP_010036489.1,3.52,4,-21,5.31,41.7,
XP_010037962.1,3.27,3,-20.9,8.81,17.7,
XP_010044046.1,3.48,3,-20.7,5.25,44.6,
ADO23586.1,3.85,10,-20.6,5.33,39.5,no description available
XP_010036149.1,3.31,3,-20.5,9.01,43.1,
XP_010062799.1,3.52,4,-20.2,8.53,36,
XP_010048490.1,3.72,4,-20,5.05,25.3,
XP_010029093.1,3.63,3,-19.9,6,43.1,
XP_010031355.1,3.35,4,-19.8,6.8,46.5,
XP_010053434.1,3.66,4,-19.6,5.95,31.2,
XP_010055036.2,3.36,3,-19.4,7.24,98,
XP_010049536.1,3.67,4,-19.4,9.55,26.5,
XP_010028788.1,3.36,3,-18.4,6.06,28.2,
XP_010059918.1,3.19,3,-18.3,5.7,82,
XP_010028936.1,3.59,4,-18.2,5.81,114.4,
XP_010029606.1,3.71,5,-18.1,9.08,29.6,
XP_010062928.1,3.38,3,-18.1,6.09,21.9,
XP_010055689.2,3.35,3,-18,9.6,24.4,
XP_010032621.1,3.53,5,-17.7,9.15,58.4,
XP_010036195.1,3.19,2,-17.4,7.66,27.2,
XP_010048943.1,3.5,3,-17.4,8.71,35.8,
XP_010061502.1,3.28,2,-17.4,5.81,29.4,
XP_018718229.1,3.33,3,-17.2,5.82,52.5,
XP_018727463.1,3.39,3,-17.1,6.21,23.3,
XP_010061298.1,3.59,3,-17,6.09,29.6,
XP_010028100.1,3.61,3,-17,8.8,29.7,
XP_010037503.1,3.59,4,-16.9,6.12,53.3,
XP_010048939.2,3.6,4,-16.9,7.96,35.3,
XP_010045486.1,3.79,8,-16.9,6.83,22.9,
XP_010033712.1,4.03,12,-16.8,8.91,29,
XP_010046987.1,3.35,3,-16.6,8.77,29.2,
KCW57488.1,3.5,4,-16.6,6.45,28.5,no description available
NP_001289663.1,3.45,3,-16.5,5.78,51.9,
XP_010063754.1,3.61,5,-16.4,4.7,67.9,
XP_018721521.1,3.72,4,-16.1,8.88,43.2,
XP_010029594.1,3.26,2,-16.1,8.13,40.1,
XP_010035138.1,3.35,4,-16,4.78,50.3,
XP_010036200.1,3.1,2,-15.9,8.56,27.6,
XP_010028113.1,3.42,3,-15.8,9.17,35.8,
XP_010053374.2,3.44,3,-15.7,6.03,81.1,
XP_010042449.2,3.54,5,-15.6,5.45,22.3,
XP_010044623.1,3.41,3,-15.5,7.57,28.1,
XP_010052236.1,3.5,3,-15.5,9.39,18,
XP_010051873.1,3.53,4,-15.5,8.38,60.4,
XP_010054042.1,3.33,2,-15.3,11,23.6,
KCW66115.1,3.14,2,-15.3,9.56,42.3,
XP_018715831.1,3.45,3,-15.2,5.34,36.3,
XP_018728936.1,3.33,5,-14.9,4.95,31.6,
XP_010024738.1,2.87,2,-14.8,4.99,17.6,
XP_010041934.1,3.3,3,-14.7,5.22,70.5,
XP_018732042.1,3.44,3,-14.7,6.78,15.7,
XP_010066294.1,3.44,3,-14.6,5.04,54.4,
XP_010036197.1,3.29,2,-14.6,8.84,27.8,
XP_018722607.1,3.37,2,-14.5,6.5,23.9,
XP_010032055.1,3.99,7,-14.4,6.08,27.3,
XP_010028184.1,3.43,3,-14.4,8.27,58.2,
XP_010069343.1,3.49,3,-14.3,6.93,55.2,
XP_018723276.1,3.09,2,-13.9,9.64,24.7,
XP_010052458.1,3.05,2,-13.9,9.66,24.6,
XP_018718646.1,3.64,4,-13.7,9.41,56.3,
KCW52930.1,3.42,2,-13.6,6.72,39,
KCW59220.1,3.23,2,-13.4,6.67,36.7,
XP_018729333.1,3.23,2,-13.4,6.55,38.5,
XP_010047430.1,3.24,2,-13.3,7.97,57.1,
XP_010065820.1,3.4,2,-13.2,5.1,34.8,
XP_010069833.1,3.4,2,-12.9,7.7,32.5,
XP_010035827.1,3.32,2,-12.7,5.98,25.7,
XP_010025256.1,3,2,-12.5,11.25,21,
XP_010057920.1,3.5,4,-12.5,6.12,40.8,
XP_010028095.1,2.98,2,-12.4,10.79,16.7,
XP_010039930.1,2.8,2,-12.4,6.75,20.9,
ADO23579.1,3.29,2,-12.3,6.84,20.8,no description available
XP_010063513.1,3.62,5,-12.3,9.14,39.8,
XP_010033665.1,3.53,3,-12.2,4.92,34,
XP_010063743.1,3.44,3,-11.9,9.01,15.2,
XP_010032739.1,3.05,2,-11.7,9,27,
ADO23638.1,3.2,3,-11.7,6.67,9,no description available
XP_010060342.1,3.49,4,-11.7,5.13,42.8,
XP_010049856.1,3.23,2,-11.6,6.83,19.6,
XP_010067611.1,3.39,2,-11.5,7.83,25.6,
XP_010041232.1,3.28,2,-11.5,8.45,20.5,
XP_010049454.2,3.69,5,-11.3,5.64,94.2,
XP_010044939.1,3.24,2,-11.3,9.41,31.9,
XP_010033124.1,3.45,4,-11.3,5.35,27.8,
XP_010063241.1,3.15,2,-11.3,4.94,80.5,
XP_010055874.1,3.25,2,-11.2,6.16,38,
XP_010037961.1,3.66,4,-11.2,8.54,31,
XP_010034044.1,3.24,2,-11.2,5.43,71.4,
XP_010032251.1,2.94,2,-11,6.86,35.2,
XP_018729661.1,3.3,3,-10.9,5.8,65.8,
XP_010061816.1,3.38,2,-10.9,8.31,85.7,
XP_010028205.1,3.31,3,-10.8,5.01,39.5,
sp|K1C15_SHEEP|,3.24,2,-10.8,4.73,48.7," Keratin, type I cytoskeletal 15; Cytokeratin-15; CK-15; Keratin-15; K15; "
XP_010069259.2,3.31,2,-10.6,4.61,30.7,
XP_010070634.1,2.97,2,-10.6,6.76,79.7,
XP_010030181.1,3.27,2,-10.6,8.87,29.7,
XP_010039946.1,3.34,2,-10.6,4.98,47.4,
XP_018719957.1,3.11,2,-10.5,9.16,22.4,
XP_010069076.1,3.35,3,-10.3,8.44,48.5,
XP_018716526.1,3.12,1,-10.3,6.15,49.6,
XP_018726066.1,3.63,6,-10.1,9.34,27.6,
XP_010031259.1,3.34,2,-10.1,6.55,42,
XP_010044646.1,3.04,1,-10.1,6.88,59,
XP_010024750.1,3.05,2,-10,5.59,17.9,
XP_010028225.1,3.13,3,-9.9,5.4,17.6,
XP_010044133.1,3.43,2,-9.8,8.8,43,
XP_010066621.1,3.26,2,-9.7,6.48,51,
XP_010033868.1,3.33,2,-9.7,5.23,23.2,
XP_010060093.1,3.3,2,-9.7,6.78,46.4,
XP_010031618.1,3.46,3,-9.6,6.73,84.6,
XP_018731969.1,2.74,2,-9.6,5.38,46.7,
XP_010029741.1,3.56,3,-9.6,9.44,36.7,
XP_010061268.1,3.34,2,-9.5,5.57,37.1,
XP_010070215.1,3.49,3,-9.5,7.16,43.6,
XP_010041869.1,2.82,1,-9.4,6.07,29.9,
XP_010028398.1,3.41,2,-9.3,5.74,93.5,
XP_010035421.1,3.26,2,-9.3,6.73,20.8,
XP_018719731.1,3.55,2,-9.3,8.43,78.9,
XP_010060049.1,2.98,1,-9.3,5.8,30.6,
XP_010047111.1,3.41,2,-9.2,5.6,17.5,
NP_001289643.1,3.46,2,-9.2,6.73,39,
XP_010029001.1,3.15,2,-9.2,9.53,37.1,
XP_010038191.1,3.03,1,-9.2,8.31,31.8,
XP_010055611.1,3.24,2,-9.2,6.27,25.4,
XP_010033848.1,3.47,4,-9.1,9.28,35.8,
XP_010031922.1,3.39,2,-9,6.46,54.8,
XP_018720922.1,3.33,2,-9,6.32,30.6,
XP_010053589.1,3.53,3,-9,5.04,17.3,
XP_010048107.1,3.53,3,-9,7.2,44.6,
XP_010066035.1,3.21,2,-8.9,5.44,35.9,
XP_010066197.1,3.4,2,-8.9,6.14,40.9,
XP_010035770.1,3.36,2,-8.8,4.96,21.5,
XP_010051553.1,3,1,-8.6,5.38,17.6,
XP_010064077.1,2.63,1,-8.5,7.77,41.1,
XP_010028700.1,3.42,3,-8.5,9.51,56,
XP_010067525.1,3.31,2,-8.4,5.85,30.3,
XP_010028424.1,3.35,2,-8.4,7.56,71.1,
XP_018717102.1,3.17,2,-8.4,9.12,28.8,
XP_010035349.1,2.88,1,-8.4,9.63,13.3,
ADO23617.1,3.31,3,-8.3,6.03,7.7,no description available
XP_010058101.1,2.89,1,-8.3,9.27,33.9,
XP_010047663.1,2.82,1,-8.3,4.63,14.1,
XP_010048285.1,3.24,2,-8.3,9.56,30.8,
XP_010028338.1,2.92,2,-8.2,4.98,53.5,
XP_010042296.1,3.47,3,-8.2,10.11,15.8,
XP_018719954.1,3.05,1,-8.1,5.02,22.3,
XP_010029946.1,3.37,2,-8.1,5.96,54.7,
ADO23590.1,3.36,2,-8,6.58,82.4,no description available
XP_018729134.1,2.55,1,-8,7.8,18.6,
XP_010069059.1,3.19,2,-8,6.52,59.1,
XP_018725414.1,3.37,2,-7.9,6.44,25.2,
XP_010069812.1,2.92,1,-7.8,4.81,93.7,
XP_010063353.1,3.16,1,-7.8,9.36,10.4,
XP_010037093.1,3.61,2,-7.8,9.9,23.1,
XP_010033123.1,3.02,2,-7.8,9.86,28.3,
XP_018731673.1,3.14,2,-7.8,6.11,59.3,
XP_010060660.1,3.3,2,-7.6,6.72,76.4,
XP_010037170.1,3.4,3,-7.6,7.63,43.3,
ADO23596.1,3.39,2,-7.6,5.18,14.6,no description available
XP_010041326.1,3.25,2,-7.5,5.75,53.1,
XP_010043791.1,3.41,2,-7.5,5.16,61.2,
XP_010067725.1,3.02,2,-7.4,9.27,47,
XP_010065334.2,3.35,2,-7.4,9.59,24.5,
XP_010063949.1,3.05,2,-7.3,4.76,56.1,
XP_010046122.1,3.22,2,-7.3,8.51,41.8,
XP_010025114.1,3.6,3,-7.1,5.76,15.2,
XP_010062133.1,2.84,1,-7.1,8.83,27.2,
XP_010032296.1,3.31,2,-7.1,8.76,21.4,
XP_018723897.1,3.19,1,-7.1,5.64,34.6,
XP_010029949.1,3.11,2,-7,5.75,73.3,
XP_018727957.1:reversed,3.4,2,-7,6.46,127,
XP_010062464.1:reversed,3.33,2,-6.9,5.67,42.2,
XP_018716986.1,2.84,1,-6.9,7.07,47.6,
XP_010023772.1,2.92,1,-6.8,5.84,61.2,
XP_010029512.1,2.33,1,-6.7,8.87,63.8,
XP_018724280.1,3.42,2,-6.7,8.6,56.7,
XP_018733071.1,3.24,2,-6.7,5.33,53.4,
XP_010052179.1,3.67,4,-6.6,10.01,20.8,
XP_010060007.1,3.43,2,-6.6,9.09,29.9,
XP_010063471.1,2.62,1,-6.5,5.66,30.8,
XP_010064666.1,2.89,2,-6.5,5.95,18.1,
XP_018730080.1:reversed,3.32,2,-6.5,8.23,139.1,
XP_010038204.1,2.73,2,-6.4,4.6,23,
XP_018725954.1,3.27,2,-6.4,5.64,139.2,
XP_018727945.1:reversed,3.62,2,-6.4,5.23,109.5,
XP_010042934.1:reversed,3.2,2,-6.4,8.3,28.8,
XP_010066152.1,3.09,1,-6.3,8.54,31.5,
XP_010031829.1,2.6,1,-6.3,8.25,39.4,
XP_010065640.1,3.1,1,-6.3,8.73,31.3,
XP_010053196.1,3.28,2,-6.3,7.78,28,
XP_010065395.1:reversed,3.22,2,-6.2,5.03,98.3,
XP_018732953.1,3.24,2,-6.2,7.86,166.2,
XP_010060582.1,3.36,2,-6.1,4.86,32.1,
XP_010030127.1,3.77,5,-6.1,4.4,15.5,
XP_010049168.1,3.16,1,-6.1,5.33,53.6,
XP_010049436.2:reversed,3.31,2,-6.1,8.1,71.4,
XP_010045232.1,3.42,2,-6.1,7.15,97.4,
XP_018715409.1,3.24,1,-6.1,6.21,69.5,
KCW58777.1,3.23,2,-6,5.5,22,
XP_010035695.1:reversed,3.16,2,-6,6.59,107.4,
XP_010044926.1,3.12,2,-6,5.59,64.4,
XP_010023915.1,2.9,1,-6,6.1,22.4,
XP_018725312.1,3.48,2,-6,4.86,12.2,
XP_010061685.1,2.73,1,-5.9,8.46,27.7,
XP_010036728.1,3.16,2,-5.9,6.54,54.3,
XP_010048953.1,3.35,2,-5.8,6.5,12,
XP_010028689.1,3.39,2,-5.8,6.95,33.5,
XP_010043227.1,3.19,1,-5.8,9.08,26.7,
XP_010028919.1,2.97,1,-5.7,9.1,9.6,
XP_010024433.1,2.36,1,-5.7,5.32,26.3,
XP_010044323.1,2.99,1,-5.6,6.57,45.7,
XP_010047476.1,2.61,1,-5.6,6.46,39.4,
XP_018723759.1,2.97,1,-5.6,9.54,14.6,
XP_010048888.1,2.86,1,-5.6,7.84,24,
XP_010032130.1,3.21,1,-5.5,6.43,47.8,
XP_010067046.1,2.99,1,-5.5,5.35,46.1,
XP_010049847.1,2.81,1,-5.5,8.22,51,
XP_010031780.1,2.56,1,-5.4,9.25,8.6,
XP_010027844.1,2.67,1,-5.4,5.43,20.4,
XP_010055462.1,2.82,1,-5.4,5.16,38.1,
XP_010034276.1,2.6,1,-5.4,5.95,37,
XP_010028485.1,2.55,1,-5.4,5.3,33.8,
XP_018728502.1,2.96,1,-5.4,4.51,30.9,
XP_018717540.1,2.89,1,-5.4,5.79,41.9,
XP_010031712.1,2.77,1,-5.3,6,60.9,
XP_010042548.1,3.13,1,-5.3,6.91,27.1,
XP_018724612.1,2.78,1,-5.3,5.57,73.4,
XP_010052710.1,2.94,1,-5.2,5.68,25.9,
XP_010062388.1,2.69,1,-5.1,5.41,31.2,
XP_010029666.1,2.64,1,-5,7.73,27.2,
XP_018716841.1,2.99,1,-5,8.84,52,
XP_018718813.1,3,1,-4.9,5.93,35.6,
XP_010059891.1,3.04,1,-4.9,6.01,57,
XP_018718784.1,3.43,2,-4.8,6.29,19.3,
XP_010033959.1,3.39,2,-4.7,7.52,19.1,
XP_010061103.1,2.8,1,-4.7,6.5,25.9,
XP_010033863.1,2.91,1,-4.6,9.95,15,
XP_010053632.1,2.98,1,-4.6,4.62,38.1,
XP_010067557.1,2.99,1,-4.6,5.17,38.7,
XP_010038837.1,3.19,1,-4.5,8.77,26.1,
XP_010048379.1,2.87,1,-4.5,8.78,35.1,
XP_010032897.1,2.58,1,-4.5,6.55,16.9,
XP_010037256.1,2.95,1,-4.4,6.25,41.9,
XP_010028435.1,2.95,1,-4.4,10.34,16.4,
XP_010064993.1,3.02,1,-4.4,4.93,9.2,
XP_010066374.1,2.97,1,-4.3,5.58,49.1,
XP_010067669.1,3.16,1,-4.3,4.38,21.9,
XP_010053418.1,2.97,1,-4.3,5.15,52.4,
XP_010040740.1,3.08,2,-4.3,8.81,21.9,
XP_010061969.1,3.2,1,-4.3,5.4,47.7,
KCW53482.1,2.83,1,-4.3,9.42,7.9,
XP_010039555.1,2.87,1,-4.2,4.34,49.1,
XP_010035363.1,3.19,2,-4.2,5.57,44.4,
XP_018733369.1,3.14,1,-4.2,5.86,72.9,
XP_018728237.1,3.22,2,-4.1,4.78,24.3,
XP_010062800.1,3.13,1,-4.1,8.38,43.2,
XP_010043744.1,2.93,1,-4.1,4.58,64.2,
XP_010059084.1,2.76,2,-4.1,5.08,37.5,
XP_010061755.1,2.85,1,-4.1,5.43,47.8,
XP_010037399.1,2.98,1,-4,8.84,27.3,
XP_010061330.1,3.02,1,-4,9.27,23.4,
XP_010038001.1,3.25,2,-4,9.65,13.7,
XP_010035192.1,2.95,1,-4,8.71,32.3,
XP_010031366.1,2.97,1,-4,8.04,63.5,
sp|CAS1_BOVIN|,2.88,1,-3.9,4.98,24.5, Alpha-S1-casein; Bos d 8; Contains: Antioxidant peptide; Flags: Precursor; 
XP_010028369.1,2.99,1,-3.9,9.12,42.6,
XP_010047486.1,2.76,1,-3.9,8.86,43.5,
XP_010062488.1,3.37,2,-3.9,10.09,15.2,
XP_010049172.1,2.93,1,-3.9,5.47,70.7,
XP_010037305.1,2.35,1,-3.9,7.67,30,
XP_010031626.2,2.69,1,-3.8,6.45,29.6,
XP_018721301.1,2.66,1,-3.8,5.91,31.5,
XP_010062177.1,3.12,1,-3.8,9.19,20.6,
XP_018732462.1,3.05,1,-3.8,9.52,21.5,
XP_010057805.1,2.67,1,-3.7,7.2,40,
XP_010041573.2,2.69,1,-3.7,5.89,51.3,
XP_010065751.1:reversed,2.85,1,-3.7,5.62,73,
XP_010040844.1,3.2,1,-3.7,5.27,53,
XP_018719988.1,2.88,1,-3.6,9.09,53.2,
XP_010024435.1,3.2,1,-3.6,5.26,25.9,
XP_010060622.1,3.03,1,-3.6,10.63,21.2,
XP_010057365.1,3.25,2,-3.6,9.69,45.5,
XP_010060506.1:reversed,2.96,1,-3.6,6.68,39,
XP_010056284.1,3.12,1,-3.5,4.57,25.4,
XP_010060230.1,2.92,1,-3.5,8.46,17,
XP_010045194.1,3.22,1,-3.5,5.35,20.4,
XP_010037749.1,3.24,2,-3.5,7.59,86.5,
XP_018715636.1,3.13,1,-3.5,4.85,41.3,
XP_018728100.1,2.89,1,-3.5,6.49,39.5,
XP_010062551.1,2.94,1,-3.4,5.72,54.6,
XP_010052705.1,2.87,1,-3.4,7.66,36.6,
XP_010067198.1,3.06,1,-3.4,5.59,34.5,
XP_010042966.2,2.55,1,-3.4,6.03,14.1,
XP_010026912.1,2.82,1,-3.3,6.52,21.2,
XP_010047069.1,2.85,1,-3.3,8.66,51.6,
XP_010069589.1,2.47,1,-3.3,5.58,55.4,
